congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart,age
99,1,M001057,Robert,Jan,Mrazek,,11/6/1945,NY,1,1,1/3/1985,39.2
99,1,D000416,Brian,Joseph,Donnelly,,3/2/1946,MA,1,1,1/3/1985,38.8
99,1,K000009,Marcy,,Kaptur,,6/17/1946,OH,1,1,1/3/1985,38.5
99,1,M000133,Edward,J.,Markey,,7/11/1946,MA,1,1,1/3/1985,38.5
99,1,B000648,Douglas,Harry,Bosco,,7/28/1946,CA,1,1,1/3/1985,38.4
99,1,B000657,Frederick,C.,Boucher,,8/1/1946,VA,1,1,1/3/1985,38.4
99,1,T000034,Robert,Mooneyhan,Tallon,Jr.,8/8/1946,SC,1,1,1/3/1985,38.4
99,1,K000319,Peter,Houston,Kostmayer,,9/27/1946,PA,1,1,1/3/1985,38.3
99,1,C000174,Thomas,Richard,Carper,,1/23/1947,DE,1,1,1/3/1985,37.9
99,1,B000997,John,Wiley,Bryant,,2/22/1947,TX,1,1,1/3/1985,37.9
99,1,F000059,Edward,Farrell,Feighan,,10/22/1947,OH,1,1,1/3/1985,37.2
99,1,R000229,William,Blaine,Richardson,,11/15/1947,NM,1,1,1/3/1985,37.1
99,1,D000064,Thomas,A.,Daschle,,12/9/1947,SD,1,1,1/3/1985,37.1
99,1,W000654,Robert,E.,Wise,Jr.,1/6/1948,WV,1,1,1/3/1985,37
99,1,S000407,Gerald,Edward,Sikorski,,4/26/1948,MN,1,1,1/3/1985,36.7
99,1,G000120,Sam,,Gejdenson,,5/20/1948,CT,1,1,1/3/1985,36.6
99,1,L000225,Richard,Henry,Lehman,,7/20/1948,CA,1,1,1/3/1985,36.5
99,1,S000477,James,Charles,Slattery,,8/4/1948,KS,1,1,1/3/1985,36.4
99,1,B000644,Robert,A.,Borski,,10/20/1948,PA,1,1,1/3/1985,36.2
99,1,D000593,Royden,Patrick,Dyson,,11/15/1948,MD,1,1,1/3/1985,36.1
99,1,H000547,Dennis,Mark,Hertel,,12/7/1948,MI,1,1,1/3/1985,36.1
99,1,D000471,Thomas,Joseph,Downey,,1/28/1949,NY,1,1,1/3/1985,35.9
99,1,W000779,Ron,,Wyden,,5/3/1949,OR,1,1,1/3/1985,35.7
99,1,R000011,Nick,J.,Rahall,II,5/20/1949,WV,1,1,1/3/1985,35.6
99,1,M000398,David,Keith,McCurdy,,3/30/1950,OK,1,1,1/3/1985,34.8
99,1,E000031,Dennis,Edward,Eckart,,4/6/1950,OH,1,1,1/3/1985,34.7
99,1,S001139,Michael,Lynn,Synar,,10/17/1950,OK,1,1,1/3/1985,34.2
99,1,S000148,Charles,E.,Schumer,,11/23/1950,NY,1,1,1/3/1985,34.1
99,1,S000779,Harley,Orrin,Staggers,Jr.,2/22/1951,WV,1,1,1/3/1985,33.9
99,1,E000250,Lane,A.,Evans,,8/4/1951,IL,1,1,1/3/1985,33.4
99,1,T000317,Robert,,Torricelli,,8/27/1951,NJ,1,1,1/3/1985,33.4
99,1,W000326,Alan,Dupree,Wheat,,10/16/1951,MO,1,1,1/3/1985,33.2
99,1,P000215,Timothy,Joseph,Penny,,11/19/1951,MN,1,1,1/3/1985,33.1
99,1,C000754,Jim,,Cooper,,6/19/1954,TN,1,1,1/3/1985,30.5
99,1,P000229,Carl,Christopher,Perkins,,8/6/1954,KY,1,1,1/3/1985,30.4
100,1,P000218,Claude,Denson,Pepper,,9/8/1900,FL,1,1,1/6/1987,86.3
100,1,P000522,Charles,Melvin,Price,,1/1/1905,IL,1,1,1/6/1987,82
100,1,H000367,Augustus,Freeman,Hawkins,,8/31/1907,CA,1,1,1/6/1987,79.4
100,1,R000374,Peter,Wallace,Rodino,Jr.,6/7/1909,NJ,1,1,1/6/1987,77.6
100,1,C000919,George,William,Crockett,Jr.,8/10/1909,MI,1,1,1/6/1987,77.4
100,1,Y000013,Sidney,Richard,Yates,,8/27/1909,IL,1,1,1/6/1987,77.4
100,1,N000009,William,Huston,Natcher,,9/11/1909,KY,1,1,1/6/1987,77.3
100,1,W000428,Jamie,Lloyd,Whitten,,4/18/1910,MS,1,1,1/6/1987,76.7
100,1,B000371,Charles,Edward,Bennett,,12/2/1910,FL,1,1,1/6/1987,76.1
100,1,B000600,Edward,Patrick,Boland,,10/1/1911,MA,1,1,1/6/1987,75.3
100,1,J000216,Ed,,Jones,,4/20/1912,TN,1,1,1/6/1987,74.7
100,1,A000189,Glenn,Malcolm,Anderson,,2/21/1913,CA,1,1,1/6/1987,73.9
100,1,J000256,Walter,Beaman,Jones,Sr.,8/19/1913,NC,1,1,1/6/1987,73.4
100,1,L000226,William,,Lehman,,10/5/1913,FL,1,1,1/6/1987,73.3
100,1,P000328,James,Jarrell,Pickle,,10/11/1913,TX,1,1,1/6/1987,73.2
100,1,D000038,Wilbur,Clarence,Daniel,,5/12/1914,VA,1,1,1/6/1987,72.7
100,1,E000064,William,Donlon,Edwards,,1/6/1915,CA,1,1,1/6/1987,72
100,1,A000212,Frank,,Annunzio,,1/12/1915,IL,1,1,1/6/1987,72
100,1,R000485,Edward,Ross,Roybal,,2/10/1916,CA,1,1,1/6/1987,70.9
100,1,B000592,Corinne,Claiborne,Boggs,,3/13/1916,LA,1,1,1/6/1987,70.8
100,1,G000272,Henry,Barbosa,González,,5/3/1916,TX,1,1,1/6/1987,70.7
100,1,S000997,Samuel,Studdiford,Stratton,,9/27/1916,NY,1,1,1/6/1987,70.3
100,1,F000041,Dante,Bruno,Fascell,,3/9/1917,FL,1,1,1/6/1987,69.8
100,1,B000432,Mario,,Biaggi,,10/26/1917,NY,1,1,1/6/1987,69.2
100,1,H000388,Charles,Arthur,Hayes,,2/17/1918,IL,1,1,1/6/1987,68.9
100,1,N000095,William,Flynt,Nichols,,10/16/1918,AL,1,1,1/6/1987,68.2
100,1,G000153,Sam,Melville,Gibbons,,1/20/1920,FL,1,1,1/6/1987,67
100,1,S000124,James,Haas,Scheuer,,2/6/1920,NY,1,1,1/6/1987,66.9
100,1,O000069,James,R.,Olin,,2/28/1920,VA,1,1,1/6/1987,66.9
100,1,B000918,George,E.,Brown,Jr.,3/6/1920,CA,1,1,1/6/1987,66.8
100,1,S000596,Neal,Edward,Smith,,3/23/1920,IA,1,1,1/6/1987,66.8
100,1,M000865,Gillespie,V.,Montgomery,,8/5/1920,MS,1,1,1/6/1987,66.4
100,1,D000586,Bernard,James,Dwyer,,1/24/1921,NJ,1,1,1/6/1987,65.9
100,1,B000431,Tom,,Bevill,,3/27/1921,AL,1,1,1/6/1987,65.8
100,1,C000321,William,Venroe,Chappell,Jr.,2/3/1922,FL,1,1,1/6/1987,64.9
100,1,B000153,Druie,Douglas,Barnard,Jr.,3/20/1922,GA,1,1,1/6/1987,64.8
100,1,U000001,Morris,King,Udall,,6/15/1922,AZ,1,1,1/6/1987,64.6
100,1,B000880,Jack,Bascom,Brooks,,12/18/1922,TX,1,1,1/6/1987,64.1
100,1,W000763,James,Claude,Wright,Jr.,12/22/1922,TX,1,1,1/6/1987,64
100,1,H000067,Ralph,M.,Hall,,5/3/1923,TX,1,1,1/6/1987,63.7
100,1,K000020,Robert,William,Kastenmeier,,1/24/1924,WI,1,1,1/6/1987,63
100,1,R000383,Robert,A.,Roe,,2/28/1924,NJ,1,1,1/6/1987,62.9
100,1,G000511,Frank,Joseph,Guarini,Jr.,8/20/1924,NJ,1,1,1/6/1987,62.4
100,1,A000069,Daniel,Kahikina,Akaka,,9/11/1924,HI,1,1,1/6/1987,62.3
100,1,G000400,Kenneth,James,Gray,,11/14/1924,IL,1,1,1/6/1987,62.1
100,1,S000948,Louis,,Stokes,,2/23/1925,OH,1,1,1/6/1987,61.9
100,1,B001158,Sala,Galante,Burton,,4/1/1925,CA,1,1,1/6/1987,61.8
100,1,L000508,Thomas,Andrew,Luken,,7/9/1925,OH,1,1,1/6/1987,61.5
100,1,S000081,Gus,,Savage,,10/30/1925,IL,1,1,1/6/1987,61.2
100,1,R000481,James,Roy,Rowland,Jr.,2/3/1926,GA,1,1,1/6/1987,60.9
100,1,V000006,Itimous,Thaddeus,Valentine,Jr.,3/15/1926,NC,1,1,1/6/1987,60.8
100,1,D000592,Mervyn,Malcolm,Dymally,,5/12/1926,CA,1,1,1/6/1987,60.7
100,1,H001018,Earl,Dewitt,Hutto,,5/12/1926,FL,1,1,1/6/1987,60.7
100,1,G000105,Joseph,Matthew,Gaydos,,7/3/1926,PA,1,1,1/6/1987,60.5
100,1,D000355,John,D.,Dingell,,7/8/1926,MI,1,1,1/6/1987,60.5
100,1,K000307,Joseph,Paul,Kolter,,9/3/1926,PA,1,1,1/6/1987,60.3
100,1,R000080,Richard,Belmont,Ray,,2/2/1927,GA,1,1,1/6/1987,59.9
100,1,M000834,John,Joseph,Moakley,,4/27/1927,MA,1,1,1/6/1987,59.7
100,1,S000453,Norman,,Sisisky,,6/9/1927,VA,1,1,1/6/1987,59.6
100,1,M001088,Austin,John,Murphy,,6/17/1927,PA,1,1,1/6/1987,59.6
100,1,H000840,James,John,Howard,,7/24/1927,NJ,1,1,1/6/1987,59.5
100,1,F000270,William,David,Ford,,8/6/1927,MI,1,1,1/6/1987,59.4
100,1,W000258,Theodore,S.,Weiss,,9/17/1927,NY,1,1,1/6/1987,59.3
100,1,D000203,Eligio,II,de la Garza,,9/22/1927,TX,1,1,1/6/1987,59.3
100,1,Y000014,Gus,,Yatron,,10/16/1927,PA,1,1,1/6/1987,59.2
100,1,R000458,Daniel,David,Rostenkowski,,1/2/1928,IL,1,1,1/6/1987,59
100,1,S000762,Fernand,Joseph,St. Germain,,1/9/1928,RI,1,1,1/6/1987,59
100,1,L000090,Tom,,Lantos,,2/1/1928,CA,1,1,1/6/1987,58.9
100,1,A000214,Douglas,Earl,Applegate,,3/27/1928,OH,1,1,1/6/1987,58.8
100,1,F000235,Thomas,Michael,Foglietta,,12/3/1928,PA,1,1,1/6/1987,58.1
100,1,L000381,Marilyn,Laird,Lloyd,,1/3/1929,TN,1,1,1/6/1987,58
100,1,M000206,Matthew,G.,Martínez,,2/14/1929,CA,1,1,1/6/1987,57.9
100,1,F000239,Thomas,Stephen,Foley,,3/6/1929,WA,1,1,1/6/1987,57.8
100,1,C000714,John,,Conyers,Jr.,5/16/1929,MI,1,1,1/6/1987,57.6
100,1,K000172,Dale,E.,Kildee,,9/16/1929,MI,1,1,1/6/1987,57.3
100,1,M000264,Nicholas,James,Mavroules,,11/1/1929,MA,1,1,1/6/1987,57.2
100,1,T000316,Esteban,Edward,Torres,,1/27/1930,CA,1,1,1/6/1987,56.9
100,1,H000448,Willie,Gathrel,Hefner,,4/11/1930,NC,1,1,1/6/1987,56.7
100,1,R000053,Charles,B.,Rangel,,6/11/1930,NY,1,1,1/6/1987,56.6
100,1,V000112,Harold,Lee,Volkmer,,4/4/1931,MO,1,1,1/6/1987,55.8
100,1,H000114,Lee,Herbert,Hamilton,,4/20/1931,IN,1,1,1/6/1987,55.7
100,1,C000488,William,Lacy,Clay,Sr.,4/30/1931,MO,1,1,1/6/1987,55.7
100,1,L000180,James,Marvin,Leath,,5/6/1931,TX,1,1,1/6/1987,55.7
100,1,T000356,Jerome,Bob,Traxler,,7/21/1931,MI,1,1,1/6/1987,55.5
100,1,L000263,Sander,M.,Levin,,9/6/1931,MI,1,1,1/6/1987,55.3
100,1,C000634,Cardiss,,Collins,,9/24/1931,IL,1,1,1/6/1987,55.3
100,1,P000170,Donald,James,Pease,,9/26/1931,OH,1,1,1/6/1987,55.3
100,1,S000810,Fortney,H.,Stark,,11/11/1931,CA,1,1,1/6/1987,55.2
100,1,M000794,Norman,Yoshio,Mineta,,11/12/1931,CA,1,1,1/6/1987,55.2
100,1,S000465,Ike,,Skelton,,12/20/1931,MO,1,1,1/6/1987,55
100,1,J000033,Andrew,,Jacobs,Jr.,2/24/1932,IN,1,1,1/6/1987,54.9
100,1,M001120,John,P.,Murtha,,6/17/1932,PA,1,1,1/6/1987,54.6
100,1,B001220,Beverly,Barton Butcher,Byron,,7/27/1932,MD,1,1,1/6/1987,54.4
100,1,H000930,William,John,Hughes,,10/17/1932,NJ,1,1,1/6/1987,54.2
100,1,B000318,Anthony,Charles,Beilenson,,10/26/1932,CA,1,1,1/6/1987,54.2
100,1,M000291,Romano,Louis,Mazzoli,,11/2/1932,KY,1,1,1/6/1987,54.2
100,1,M000117,Thomas,J.,Manton,,11/3/1932,NY,1,1,1/6/1987,54.2
100,1,J000083,Edgar,Lanier,Jenkins,,1/4/1933,GA,1,1,1/6/1987,54
100,1,G000047,Robert,,Garcia,,1/9/1933,NY,1,1,1/6/1987,54
100,1,E000013,Joseph,Daniel,Early,,1/31/1933,MA,1,1,1/6/1987,53.9
100,1,M000023,Kenneth,Hood,MacKay,Jr.,3/22/1933,FL,1,1,1/6/1987,53.8
100,1,W000570,Charles,,Wilson,,6/1/1933,TX,1,1,1/6/1987,53.6
100,1,A000103,William,Vollie,Alexander,Jr.,1/16/1934,AR,1,1,1/6/1987,53
100,1,T000326,Edolphus,,Towns,,7/21/1934,NY,1,1,1/6/1987,52.5
100,1,D000373,Julian,C.,Dixon,,8/8/1934,CA,1,1,1/6/1987,52.4
100,1,O000006,James,L.,Oberstar,,9/10/1934,MN,1,1,1/6/1987,52.3
100,1,N000016,Stephen,Lybrook,Neal,,11/7/1934,NC,1,1,1/6/1987,52.2
100,1,N000163,Henry,James,Nowak,,2/21/1935,NY,1,1,1/6/1987,51.9
100,1,B001172,Albert,Garza,Bustamante,,4/8/1935,TX,1,1,1/6/1987,51.7
100,1,M000881,Jim,,Moody,,9/2/1935,WI,1,1,1/6/1987,51.3
100,1,S001115,Allan,Byron,Swift,,9/12/1935,WA,1,1,1/6/1987,51.3
100,1,D000222,Ronald,Vernie,Dellums,,11/24/1935,CA,1,1,1/6/1987,51.1
100,1,O000159,Major,R.,Owens,,6/28/1936,NY,1,1,1/6/1987,50.5
100,1,K000118,Barbara,Bailey,Kennelly,,7/10/1936,CT,1,1,1/6/1987,50.5
100,1,C000846,William,J.,Coyne,,8/24/1936,PA,1,1,1/6/1987,50.4
100,1,D000267,Butler,Carson,Derrick,Jr.,9/30/1936,SC,1,1,1/6/1987,50.3
100,1,B000620,Don,Leroy,Bonker,,3/7/1937,WA,1,1,1/6/1987,49.8
100,1,K000008,Paul,E.,Kanjorski,,4/2/1937,PA,1,1,1/6/1987,49.8
100,1,S001040,Gerry,Eastman,Studds,,5/12/1937,MA,1,1,1/6/1987,49.7
100,1,O000107,Solomon,P.,Ortiz,,6/3/1937,TX,1,1,1/6/1987,49.6
100,1,H000878,Carroll,,Hubbard,Jr.,7/7/1937,KY,1,1,1/6/1987,49.5
100,1,F000208,Ronnie,Gene,Flippo,,8/15/1937,AL,1,1,1/6/1987,49.4
100,1,F000215,James,Joseph,Florio,,8/29/1937,NJ,1,1,1/6/1987,49.4
100,1,W000520,John,Patrick,Williams,,10/30/1937,MT,1,1,1/6/1987,49.2
100,1,L000342,William,O.,Lipinski,,12/22/1937,IL,1,1,1/6/1987,49
100,1,A000213,Beryl,Franklin,Anthony,Jr.,2/21/1938,AR,1,1,1/6/1987,48.9
100,1,S000005,Martin,Olav,Sabo,,2/28/1938,MN,1,1,1/6/1987,48.9
100,1,P000047,Leon,Edward,Panetta,,6/28/1938,CA,1,1,1/6/1987,48.5
100,1,A000224,Leslie,,Aspin,,7/21/1938,WI,1,1,1/6/1987,48.5
100,1,O000007,David,Ross,Obey,,10/3/1938,WI,1,1,1/6/1987,48.3
100,1,S000851,Charles,W.,Stenholm,,10/26/1938,TX,1,1,1/6/1987,48.2
100,1,M000473,Matthew,Francis,McHugh,,12/6/1938,NY,1,1,1/6/1987,48.1
100,1,E000201,Ben,,Erdreich,,12/9/1938,AL,1,1,1/6/1987,48.1
100,1,W000194,Wes,,Watkins,,12/15/1938,OK,1,1,1/6/1987,48.1
100,1,L000486,Michael,Edward,Lowry,,3/8/1939,WA,1,1,1/6/1987,47.8
100,1,M000342,Francis,Xavier,McCloskey,,6/12/1939,IN,1,1,1/6/1987,47.6
100,1,H000874,Steny,H.,Hoyer,,6/14/1939,MD,1,1,1/6/1987,47.6
100,1,H000340,Charles,Floyd,Hatcher,,7/1/1939,GA,1,1,1/6/1987,47.5
100,1,R000436,Charles,Grandison,Rose,III,8/10/1939,NC,1,1,1/6/1987,47.4
100,1,W000215,Henry,A.,Waxman,,9/12/1939,CA,1,1,1/6/1987,47.3
100,1,L000556,John,J.,LaFalce,,10/6/1939,NY,1,1,1/6/1987,47.3
100,1,W000682,Howard,Eliot,Wolpe,III,11/3/1939,MI,1,1,1/6/1987,47.2
100,1,O000001,Mary,Rose,Oakar,,3/5/1940,OH,1,1,1/6/1987,46.8
100,1,F000339,Barney,,Frank,,3/31/1940,MA,1,1,1/6/1987,46.8
100,1,S000142,Patricia,Scott,Schroeder,,7/30/1940,CO,1,1,1/6/1987,46.4
100,1,S000673,Stephen,Joshua,Solarz,,9/12/1940,NY,1,1,1/6/1987,46.3
100,1,S000785,Richard,Howard,Stallings,,10/7/1940,ID,1,1,1/6/1987,46.2
100,1,V000087,Bruce,F.,Vento,,10/7/1940,MN,1,1,1/6/1987,46.2
100,1,B000711,Barbara,,Boxer,,11/11/1940,CA,1,1,1/6/1987,46.2
100,1,E000184,Glenn,Lee,English,Jr.,11/30/1940,OK,1,1,1/6/1987,46.1
100,1,D000327,Norman,D.,Dicks,,12/16/1940,WA,1,1,1/6/1987,46.1
100,1,W000044,Douglas,,Walgren,,12/28/1940,PA,1,1,1/6/1987,46
100,1,G000132,Richard,Andrew,Gephardt,,1/31/1941,MO,1,1,1/6/1987,45.9
100,1,B000410,Howard,L.,Berman,,4/15/1941,CA,1,1,1/6/1987,45.7
100,1,S000586,Lawrence,Jack,Smith,,4/25/1941,FL,1,1,1/6/1987,45.7
100,1,T000350,James,A.,Traficant,Jr.,5/8/1941,OH,1,1,1/6/1987,45.7
100,1,H000901,Thomas,Jerald,Huckaby,,7/19/1941,LA,1,1,1/6/1987,45.5
100,1,B000236,Jim,,Bates,,7/21/1941,CA,1,1,1/6/1987,45.5
100,1,G000402,William,Herbert,Gray,III,8/20/1941,PA,1,1,1/6/1987,45.4
100,1,M000249,Robert,T.,Matsui,,9/17/1941,CA,1,1,1/6/1987,45.3
100,1,C000621,Ronald,D'Emory,Coleman,,11/29/1941,TX,1,1,1/6/1987,45.1
100,1,F000392,Jonas,,Frost,III,1/1/1942,TX,1,1,1/6/1987,45
100,1,H000074,Tony,P.,Hall,,1/16/1942,OH,1,1,1/6/1987,45
100,1,R000354,Tommy,Franklin,Robinson,,3/7/1942,AR,1,1,1/6/1987,44.8
100,1,D000432,Byron,L.,Dorgan,,5/14/1942,ND,1,1,1/6/1987,44.6
100,1,C000581,Anthony,Lee,Coelho,,6/15/1942,CA,1,1,1/6/1987,44.6
100,1,S000294,Philip,Riley,Sharp,,7/15/1942,IN,1,1,1/6/1987,44.5
100,1,N000032,Bill,,Nelson,,9/29/1942,FL,1,1,1/6/1987,44.3
100,1,F000053,Victor,Herbert,Fazio,Jr.,10/11/1942,CA,1,1,1/6/1987,44.2
100,1,A000337,Les,,AuCoin,,10/21/1942,OR,1,1,1/6/1987,44.2
100,1,S000749,John,McKee,Spratt,Jr.,11/1/1942,SC,1,1,1/6/1987,44.2
100,1,A000022,Gary,L.,Ackerman,,11/19/1942,NY,1,1,1/6/1987,44.1
100,1,C000178,Milton,Robert,Carr,,3/27/1943,MI,1,1,1/6/1987,43.8
100,1,M000844,Alan,B.,Mollohan,,5/14/1943,WV,1,1,1/6/1987,43.6
100,1,L000264,Meldon,Edises,Levine,,6/7/1943,CA,1,1,1/6/1987,43.6
100,1,T000058,William,J.,Tauzin,,6/14/1943,LA,1,1,1/6/1987,43.6
100,1,D000466,Charles,Wayne,Dowdy,,7/27/1943,MS,1,1,1/6/1987,43.4
100,1,R000384,Charles,Elson,Roemer,III,10/4/1943,LA,1,1,1/6/1987,43.3
100,1,T000184,Robert,Lindsay,Thomas,,11/20/1943,GA,1,1,1/6/1987,43.1
100,1,D000051,George,,Darden,,11/22/1943,GA,1,1,1/6/1987,43.1
100,1,K000259,Gerald,D.,Kleczka,,11/26/1943,WI,1,1,1/6/1987,43.1
100,1,R000543,Martin,Anthony,Russo,,1/23/1944,IL,1,1,1/6/1987,43
100,1,M000688,Daniel,Andrew,Mica,,2/4/1944,FL,1,1,1/6/1987,42.9
100,1,A000209,Michael,Allen,Andrews,,2/7/1944,TX,1,1,1/6/1987,42.9
100,1,B000971,Terry,Lee,Bruce,,3/25/1944,IL,1,1,1/6/1987,42.8
100,1,M000992,Bruce,Andrew,Morrison,,10/8/1944,CT,1,1,1/6/1987,42.2
100,1,D000563,Richard,J.,Durbin,,11/21/1944,IL,1,1,1/6/1987,42.1
100,1,G000240,Daniel,Robert,Glickman,,11/24/1944,KS,1,1,1/6/1987,42.1
100,1,L000237,George,Thomas,Leland,,11/27/1944,TX,1,1,1/6/1987,42.1
100,1,B000615,William,Hill,Boner,,2/14/1945,TN,1,1,1/6/1987,41.9
100,1,C000312,Jim,,Chapman,,3/8/1945,TX,1,1,1/6/1987,41.8
100,1,M000725,George,,Miller,,5/17/1945,CA,1,1,1/6/1987,41.6
100,1,F000261,Harold,Eugene,Ford,,5/20/1945,TN,1,1,1/6/1987,41.6
100,1,B000619,David,E.,Bonior,,6/6/1945,MI,1,1,1/6/1987,41.6
100,1,M001057,Robert,Jan,Mrazek,,11/6/1945,NY,1,1,1/6/1987,41.2
100,1,D000416,Brian,Joseph,Donnelly,,3/2/1946,MA,1,1,1/6/1987,40.8
100,1,K000009,Marcy,,Kaptur,,6/17/1946,OH,1,1,1/6/1987,40.6
100,1,M000133,Edward,J.,Markey,,7/11/1946,MA,1,1,1/6/1987,40.5
100,1,B000648,Douglas,Harry,Bosco,,7/28/1946,CA,1,1,1/6/1987,40.4
100,1,B000657,Frederick,C.,Boucher,,8/1/1946,VA,1,1,1/6/1987,40.4
100,1,T000034,Robert,Mooneyhan,Tallon,Jr.,8/8/1946,SC,1,1,1/6/1987,40.4
100,1,K000319,Peter,Houston,Kostmayer,,9/27/1946,PA,1,1,1/6/1987,40.3
100,1,C000174,Thomas,Richard,Carper,,1/23/1947,DE,1,1,1/6/1987,40
100,1,B000997,John,Wiley,Bryant,,2/22/1947,TX,1,1,1/6/1987,39.9
100,1,F000059,Edward,Farrell,Feighan,,10/22/1947,OH,1,1,1/6/1987,39.2
100,1,R000229,William,Blaine,Richardson,,11/15/1947,NM,1,1,1/6/1987,39.1
100,1,W000654,Robert,E.,Wise,Jr.,1/6/1948,WV,1,1,1/6/1987,39
100,1,A000226,Chester,Greenough,Atkins,,4/14/1948,MA,1,1,1/6/1987,38.7
100,1,S000407,Gerald,Edward,Sikorski,,4/26/1948,MN,1,1,1/6/1987,38.7
100,1,G000120,Sam,,Gejdenson,,5/20/1948,CT,1,1,1/6/1987,38.6
100,1,L000225,Richard,Henry,Lehman,,7/20/1948,CA,1,1,1/6/1987,38.5
100,1,S000477,James,Charles,Slattery,,8/4/1948,KS,1,1,1/6/1987,38.4
100,1,B000644,Robert,A.,Borski,,10/20/1948,PA,1,1,1/6/1987,38.2
100,1,D000593,Royden,Patrick,Dyson,,11/15/1948,MD,1,1,1/6/1987,38.1
100,1,H000547,Dennis,Mark,Hertel,,12/7/1948,MI,1,1,1/6/1987,38.1
100,1,G000309,Barton,Jennings,Gordon,,1/24/1949,TN,1,1,1/6/1987,37.9
100,1,D000471,Thomas,Joseph,Downey,,1/28/1949,NY,1,1,1/6/1987,37.9
100,1,W000779,Ron,,Wyden,,5/3/1949,OR,1,1,1/6/1987,37.7
100,1,R000011,Nick,J.,Rahall,II,5/20/1949,WV,1,1,1/6/1987,37.6
100,1,V000108,Peter,J.,Visclosky,,8/13/1949,IN,1,1,1/6/1987,37.4
100,1,M000398,David,Keith,McCurdy,,3/30/1950,OK,1,1,1/6/1987,36.8
100,1,E000031,Dennis,Edward,Eckart,,4/6/1950,OH,1,1,1/6/1987,36.8
100,1,S001139,Michael,Lynn,Synar,,10/17/1950,OK,1,1,1/6/1987,36.2
100,1,S000148,Charles,E.,Schumer,,11/23/1950,NY,1,1,1/6/1987,36.1
100,1,S000779,Harley,Orrin,Staggers,Jr.,2/22/1951,WV,1,1,1/6/1987,35.9
100,1,E000250,Lane,A.,Evans,,8/4/1951,IL,1,1,1/6/1987,35.4
100,1,T000317,Robert,,Torricelli,,8/27/1951,NJ,1,1,1/6/1987,35.4
100,1,W000326,Alan,Dupree,Wheat,,10/16/1951,MO,1,1,1/6/1987,35.2
100,1,P000215,Timothy,Joseph,Penny,,11/19/1951,MN,1,1,1/6/1987,35.1
100,1,C000754,Jim,,Cooper,,6/19/1954,TN,1,1,1/6/1987,32.6
100,1,P000229,Carl,Christopher,Perkins,,8/6/1954,KY,1,1,1/6/1987,32.4
101,1,P000218,Claude,Denson,Pepper,,9/8/1900,FL,1,1,1/3/1989,88.3
101,1,H000367,Augustus,Freeman,Hawkins,,8/31/1907,CA,1,1,1/3/1989,81.3
101,1,C000919,George,William,Crockett,Jr.,8/10/1909,MI,1,1,1/3/1989,79.4
101,1,Y000013,Sidney,Richard,Yates,,8/27/1909,IL,1,1,1/3/1989,79.4
101,1,N000009,William,Huston,Natcher,,9/11/1909,KY,1,1,1/3/1989,79.3
101,1,W000428,Jamie,Lloyd,Whitten,,4/18/1910,MS,1,1,1/3/1989,78.7
101,1,B000371,Charles,Edward,Bennett,,12/2/1910,FL,1,1,1/3/1989,78.1
101,1,A000189,Glenn,Malcolm,Anderson,,2/21/1913,CA,1,1,1/3/1989,75.9
101,1,J000256,Walter,Beaman,Jones,Sr.,8/19/1913,NC,1,1,1/3/1989,75.4
101,1,L000226,William,,Lehman,,10/5/1913,FL,1,1,1/3/1989,75.2
101,1,P000328,James,Jarrell,Pickle,,10/11/1913,TX,1,1,1/3/1989,75.2
101,1,E000064,William,Donlon,Edwards,,1/6/1915,CA,1,1,1/3/1989,74
101,1,A000212,Frank,,Annunzio,,1/12/1915,IL,1,1,1/3/1989,74
101,1,R000485,Edward,Ross,Roybal,,2/10/1916,CA,1,1,1/3/1989,72.9
101,1,B000592,Corinne,Claiborne,Boggs,,3/13/1916,LA,1,1,1/3/1989,72.8
101,1,G000272,Henry,Barbosa,González,,5/3/1916,TX,1,1,1/3/1989,72.7
101,1,F000041,Dante,Bruno,Fascell,,3/9/1917,FL,1,1,1/3/1989,71.8
101,1,C000462,James,McClure,Clarke,,6/12/1917,NC,1,1,1/3/1989,71.6
101,1,H000388,Charles,Arthur,Hayes,,2/17/1918,IL,1,1,1/3/1989,70.9
101,1,G000153,Sam,Melville,Gibbons,,1/20/1920,FL,1,1,1/3/1989,69
101,1,S000124,James,Haas,Scheuer,,2/6/1920,NY,1,1,1/3/1989,68.9
101,1,O000069,James,R.,Olin,,2/28/1920,VA,1,1,1/3/1989,68.8
101,1,B000918,George,E.,Brown,Jr.,3/6/1920,CA,1,1,1/3/1989,68.8
101,1,S000596,Neal,Edward,Smith,,3/23/1920,IA,1,1,1/3/1989,68.8
101,1,M000865,Gillespie,V.,Montgomery,,8/5/1920,MS,1,1,1/3/1989,68.4
101,1,D000586,Bernard,James,Dwyer,,1/24/1921,NJ,1,1,1/3/1989,67.9
101,1,B000431,Tom,,Bevill,,3/27/1921,AL,1,1,1/3/1989,67.8
101,1,B000153,Druie,Douglas,Barnard,Jr.,3/20/1922,GA,1,1,1/3/1989,66.8
101,1,U000001,Morris,King,Udall,,6/15/1922,AZ,1,1,1/3/1989,66.6
101,1,B000880,Jack,Bascom,Brooks,,12/18/1922,TX,1,1,1/3/1989,66
101,1,W000763,James,Claude,Wright,Jr.,12/22/1922,TX,1,1,1/3/1989,66
